trm_cde,crs_comp1,crs_comp2,crs_comp3,crs_title,credit_hrs,monday_cde,tuesday_cde,wednesday_cde,thursday_cde,friday_cde,begin_tim,end_tim,last_name,first_name
10,MATH,261,A,CALCULUS III,4,M,,W,,F,12:00:00 PM,12:50:00 PM,Smith,Ethan
10,MATH,261,A,CALCULUS III,4,,T,,,,11:30:00 AM,12:45:00 PM,Smith,Ethan
30,MATH,261,A,CALCULUS III,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Bancroft,Eric
30,MATH,261,A,CALCULUS III,4,,T,,,,10:05:00 AM,10:55:00 AM,Bancroft,Eric
10,MATH,261,B,CALCULUS III,4,M,,W,,F,10:00:00 AM,10:50:00 AM,Smith,Ethan
10,MATH,261,B,CALCULUS III,4,,,,R,,11:30:00 AM,12:20:00 PM,Smith,Ethan
10,MATH,261,C,CALCULUS III,4,M,,W,,F,11:00:00 AM,11:50:00 AM,McIntyre,Dale
10,MATH,261,C,CALCULUS III,4,,T,,,,11:30:00 AM,12:20:00 PM,McIntyre,Dale
30,MATH,262,A,DIFFERENTIAL EQUATIONS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,McIntyre,Dale
30,MATH,262,B,DIFFERENTIAL EQUATIONS,3,M,,W,,F,11:00:00 AM,11:50:00 AM,McIntyre,Dale
30,MATH,262,C,DIFFERENTIAL EQUATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Jackson,Michael
30,MATH,263,A,NUMERICAL DIFFERENTIAL EQUATIONS,1,,,,R,,1:00:00 PM,1:50:00 PM,Smith,Ethan
30,MATH,303,A,COLLEGE GEOMETRY,3,M,,W,,F,1:00:00 PM,1:50:00 PM,McIntyre,Dale
10,MATH,305,A,PUTNAM PROBLEM GROUP,1,,,,R,,4:00:00 PM,4:50:00 PM,Thompson,Gary
10,MATH,305,B,PUTNAM PROBLEM GROUP,1,,,,R,,3:00:00 PM,3:50:00 PM,Thompson,Gary
30,MATH,306,A,ACTUARIAL MATHEMATICS,1,,,,,,,,Drai,Remi
10,MATH,331,A,THEORY STATISTICS I,3,,T,,R,,2:30:00 PM,3:45:00 PM,Drai,Remi
30,MATH,332,A,THEORY STATISTICS II,3,,T,,R,,11:30:00 AM,12:45:00 PM,Drai,Remi
10,MATH,365,A,COMPLEX VARIABLES,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Thompson,Gary
30,MATH,421,A,ABSTRACT ALGEBRA,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Smith,Ethan
10,MATH,465,A,CLASSICAL ANALYSIS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,McIntyre,Dale
10,MATH,488,A,SEMINAR IN MATHEMATICS,2,M,,W,,,3:00:00 PM,3:50:00 PM,Thompson,Gary
30,MATH,488,A,SEMINAR IN MATHEMATICS,2,M,,W,,,3:00:00 PM,3:50:00 PM,Drai,Remi
10,MECE,107,A,ENGINEERING GRAPHICS,2,M,,W,,,11:00:00 AM,11:50:00 AM,Dixon,John
10,MECE,107,B,ENGINEERING GRAPHICS,2,,T,,R,,10:30:00 AM,11:20:00 AM,Dixon,John
10,MECE,107,C,ENGINEERING GRAPHICS,2,,T,,R,,11:30:00 AM,12:20:00 PM,Dixon,John
10,MECE,107,O,ENGINEERING GRAPHICS,2,,,,,,,,Dixon,John
10,MECE,109,A,INTRODUCTION TO SOLID MODELING,2,M,,W,,,8:00:00 AM,8:50:00 AM,Archibald,C
10,MECE,109,B,INTRODUCTION TO SOLID MODELING,2,M,,W,,,9:00:00 AM,9:50:00 AM,Archibald,C
10,MECE,109,C,INTRODUCTION TO SOLID MODELING,2,M,,W,,,1:00:00 PM,1:50:00 PM,Archibald,C
10,MECE,120,A,NUMERICAL COMPUTING FOR MECH ENGR,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Mohr,Timothy
30,MECE,120,A,NUMERICAL COMPUTING FOR MECH ENGR,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Dixon,John
30,MECE,120,B,NUMERICAL COMPUTING FOR MECH ENGR,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Dixon,John
30,MECE,120,O,NUMERICAL COMPUTING FOR MECH ENGR,3,,,,,,,,Dixon,John
10,MECE,201,A,FUNDAMENTALS OF MATERIALS SCIENCE,3,,T,,R,,8:00:00 AM,9:15:00 AM,Fair,Mark
10,MECE,201,B,FUNDAMENTALS OF MATERIALS SCIENCE,3,,T,,R,,10:05:00 AM,11:20:00 AM,Fair,Mark
30,MECE,210,A,DESIGN FOR MANUFACTURING,3,,,,R,,12:00:00 PM,3:00:00 PM,Archibald,C
30,MECE,210,A,DESIGN FOR MANUFACTURING,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Archibald,C
30,MECE,210,B,DESIGN FOR MANUFACTURING,3,,,,R,,12:00:00 PM,3:00:00 PM,Archibald,C
30,MECE,210,B,DESIGN FOR MANUFACTURING,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Archibald,C
10,MECE,211,A,MECHANICS I,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Clauss,Michelle
10,MECE,211,B,MECHANICS I,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fair,Mark
30,MECE,212,A,MECHANICS II,3,,T,,R,,8:00:00 AM,9:15:00 AM,Clauss,Michelle
30,MECE,212,B,MECHANICS II,3,,T,,R,,10:05:00 AM,11:20:00 AM,Clauss,Michelle
30,MECE,214,A,THERMODYNAMICS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Bardy,Erik
30,MECE,214,B,THERMODYNAMICS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Bardy,Erik
10,MECE,251,L,MECHANICAL SYSTEMS LAB I,1,M,,,,,2:00:00 PM,4:50:00 PM,Henley,Karastin
10,MECE,251,M,MECHANICAL SYSTEMS LAB I,1,M,,,,,6:30:00 PM,9:20:00 PM,Henley,Karastin
10,MECE,251,N,MECHANICAL SYSTEMS LAB I,1,,T,,,,2:00:00 PM,4:50:00 PM,Richards,George
10,MECE,251,O,MECHANICAL SYSTEMS LAB I,1,,,,R,,2:00:00 PM,4:50:00 PM,Henley,Karastin
10,MECE,251,P,MECHANICAL SYSTEMS LAB I,1,,T,,,,6:30:00 PM,9:20:00 PM,Henley,Karastin
10,MECE,251,Q,MECHANICAL SYSTEMS LAB I,1,,,W,,,2:00:00 PM,4:50:00 PM,Richards,George
10,MECE,251,R,MECHANICAL SYSTEMS LAB I,1,,,W,,,6:30:00 PM,9:20:00 PM,Henley,Karastin
30,MECE,252,L,MECHANICAL SYSTEMS LAB II,1,M,,,,,2:00:00 PM,4:50:00 PM,Richards,George
30,MECE,252,M,MECHANICAL SYSTEMS LAB II,1,,T,,,,2:00:00 PM,4:50:00 PM,Richards,George
30,MECE,252,N,MECHANICAL SYSTEMS LAB II,1,,,W,,,2:00:00 PM,4:50:00 PM,Richards,George
30,MECE,304,A,DESIGN OF EXPERIMENTS,1,,,W,,,11:00:00 AM,11:50:00 AM,Ulrich,Vernon
30,MECE,305,A,INTRODUCTION TO LABVIEW,1,M,,,,,11:00:00 AM,11:50:00 AM,Allison,Blair
10,MECE,311,A,MECHANICS OF MATERIALS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Archibald,C
10,MECE,311,C,MECHANICS OF MATERIALS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Archibald,C
30,MECE,312,A,STRESS ANLY/DSGN MACH COMPONENTS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Ulrich,Vernon
30,MECE,312,B,STRESS ANLY/DSGN MACH COMPONENTS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Ulrich,Vernon
30,MECE,316,A,SYSTEM DYNAMICS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Allison,Blair
30,MECE,316,B,SYSTEM DYNAMICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Allison,Blair
10,MECE,321,A,ADVANCED THERMODYNAMICS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,Richards,George
10,MECE,325,A,FLUID MECHANICS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Clauss,Michelle
10,MECE,325,A,FLUID MECHANICS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Clauss,Michelle
10,MECE,325,C,FLUID MECHANICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Clauss,Michelle
10,MECE,325,C,FLUID MECHANICS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Clauss,Michelle
30,MECE,326,A,HEAT TRANSFER,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Fair,Mark
30,MECE,326,B,HEAT TRANSFER,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Fair,Mark
10,MECE,351,L,INSTRUMENTATION LABORATORY,1,M,,,,,2:00:00 PM,4:50:00 PM,Bardy,Erik
10,MECE,351,M,INSTRUMENTATION LABORATORY,1,,T,,,,2:00:00 PM,4:50:00 PM,Bardy,Erik
10,MECE,351,N,INSTRUMENTATION LABORATORY,1,,,W,,,2:00:00 PM,4:50:00 PM,Dixon,John
10,MECE,351,O,INSTRUMENTATION LABORATORY,1,,,,R,,2:00:00 PM,4:50:00 PM,Anderson,Erik
30,MECE,352,L,THERMAL/FLUIDS LABORATORY,1,,T,,,,1:00:00 PM,2:50:00 PM,Fair,Mark
30,MECE,352,M,THERMAL/FLUIDS LABORATORY,1,,,,R,,1:00:00 PM,2:50:00 PM,Dixon,John
30,MECE,352,N,THERMAL/FLUIDS LABORATORY,1,,,,R,,3:00:00 PM,4:50:00 PM,Dixon,John
30,MECE,352,O,THERMAL/FLUIDS LABORATORY,1,,T,,,,3:00:00 PM,4:50:00 PM,Fair,Mark
10,MECE,391,A,STUDY: INTERNAL COMBUSTION ENGINES,1,,,,,F,11:00:00 AM,11:50:00 AM,Dixon,John
30,MECE,391,A,STUDY: PROPULSION & POWER,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Richards,George
10,MECE,401,A,CAPSTONE DESIGN I,3,,T,,R,,10:05:00 AM,11:20:00 AM,Ulrich,Vernon
10,MECE,407,A,CONTROL SYSTEMS,3,,T,,R,,8:00:00 AM,9:15:00 AM,Allison,Blair
10,MECE,407,A,CONTROL SYSTEMS,3,,,,,,,,Allison,Blair
30,MECE,410,A,KINEMATICS/DYNAMICS OF MACHINERY,3,,T,,R,,8:00:00 AM,9:15:00 AM,Archibald,C
10,MECE,414,A,HEATING/VENT/AIR COND,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Bardy,Erik
10,MECE,415,A,FINITE ELEMENT ANALYSIS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Ulrich,Vernon
30,MECE,416,A,SURVEY OF RENEWABLE ENERGY SYSTEMS,3,,T,,R,,10:05:00 AM,11:20:00 AM,Bardy,Erik
30,MECE,418,A,HUMAN-POWERED VEHICLE DESIGN,3,M,,W,,,1:00:00 PM,1:50:00 PM,Archibald,C
30,MECE,418,L,LABORATORY,0,,,,,F,1:00:00 PM,2:50:00 PM,Archibald,C
10,MECE,421,A,APPLIED FLUID MECHANICS,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Anderson,Erik
10,MECE,451,,CAPSTONE DESIGN SIGNUP,1,M,T,W,,F,3:00:00 PM,4:00:00 PM,MECE Staff,-
10,MECE,451,M,CAPSTONE DESIGN LABORATORY I,1,,,,R,,3:00:00 PM,3:59:00 PM,Ulrich,Vernon
10,MECE,451,N,CAPSTONE DESIGN LABORATORY I,1,M,,,R,,2:00:00 PM,2:59:00 PM,Ulrich,Vernon
10,MECE,451,O,CAPSTONE DESIGN LABORATORY I,1,,,,R,,11:30:00 AM,12:29:00 PM,Ulrich,Vernon
10,MECE,451,R,CAPSTONE DESIGN LABORATORY I,1,M,,,R,,3:00:00 PM,3:59:00 PM,Dixon,John
10,MECE,451,S,CAPSTONE DESIGN LABORATORY I,1,M,,,,F,12:00:00 PM,12:59:00 PM,Richards,George
30,MECE,452,,CAPSTONE DESIGN SIGNUP,3,M,T,W,,F,3:00:00 PM,4:00:00 PM,MECE Staff,-
30,MECE,452,M,CAPSTONE DESIGN LABORATORY II,3,,T,,R,,4:00:00 PM,5:00:00 PM,Ulrich,Vernon
30,MECE,452,N,CAPSTONE DESIGN LABORATORY II,3,M,,,R,,3:00:00 PM,4:00:00 PM,Ulrich,Vernon
30,MECE,452,O,CAPSTONE DESIGN LABORATORY II,3,M,,,,,2:00:00 PM,3:00:00 PM,Ulrich,Vernon
30,MECE,452,O,CAPSTONE DESIGN LABORATORY II,3,,,W,,,3:00:00 PM,4:00:00 PM,Ulrich,Vernon
30,MECE,452,R,CAPSTONE DESIGN LABORATORY II,3,M,,,,F,3:00:00 PM,4:00:00 PM,Dixon,John
30,MECE,452,S,CAPSTONE DESIGN LABORATORY II,3,,T,,R,,11:30:00 AM,12:30:00 PM,Richards,George
30,MNGT,106,O,FUNDAMENTALS OF BUSINESS,3,,,,,,,,Crute,Christy
10,MNGT,110,A,EXCEL,3,,,,,,,,Miller,Jennifer
30,MNGT,110,A,EXCEL,3,,,,,,,,Miller,Jennifer
30,MNGT,120,A,ADVANCED EXCEL,3,,,,,,,,Miller,Jennifer
10,MNGT,201,A,BUSINESS STATISTICS,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Smith,John
30,MNGT,201,A,BUSINESS STATISTICS,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Smith,John
10,MNGT,201,B,BUSINESS STATISTICS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Smith,John
30,MNGT,201,B,BUSINESS STATISTICS,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Smith,John
10,MNGT,201,O,BUSINESS STATISTICS,3,,,,,,,,Smith,John
30,MNGT,201,O,BUSINESS STATISTICS,3,,,,,,,,Crute,Christy
30,MNGT,202,A,ADVANCED BUSINESS STATISTICS,3,,T,,R,,1:00:00 PM,2:15:00 PM,Smith,John
10,MNGT,203,A,PRINCIPLES OF MANAGEMENT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Carson,Kenneth
30,MNGT,203,A,PRINCIPLES OF MANAGEMENT,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Carson,Kenneth
10,MNGT,203,B,PRINCIPLES OF MANAGEMENT,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Carson,Kenneth
30,MNGT,203,B,PRINCIPLES OF MANAGEMENT,3,M,,W,,F,12:00:00 PM,12:50:00 PM,Butler,David
10,MNGT,203,O,PRINCIPLES OF MANAGEMENT,3,,,,,,,,Carson,Kenneth
30,MNGT,204,A,OPERATIONS MANAGEMENT,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Smith,John
10,MNGT,211,A,BUSINESS COMPUTER APPLICATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,DiStasi,Vincent
10,MNGT,211,A,BUSINESS COMPUTER APPLICATIONS,3,,,,,,,,DiStasi,Vincent
30,MNGT,211,A,BUSINESS COMPUTER APPLICATIONS,3,M,,W,,F,1:00:00 PM,1:50:00 PM,DiStasi,Vincent
10,MNGT,211,B,BUSINESS COMPUTER APPLICATIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,DiStasi,Vincent
10,MNGT,211,B,BUSINESS COMPUTER APPLICATIONS,3,,,,,,,,DiStasi,Vincent
30,MNGT,211,B,BUSINESS COMPUTER APPLICATIONS,3,M,,W,,F,2:00:00 PM,2:50:00 PM,DiStasi,Vincent
10,MNGT,214,A,"BUSINESS, ETHICS, & SOCIETY",3,M,,W,,F,8:00:00 AM,8:50:00 AM,Biddle,Wayne
30,MNGT,214,A,"BUSINESS, ETHICS, & SOCIETY",3,M,,W,,F,8:00:00 AM,8:50:00 AM,Biddle,Wayne
10,MNGT,214,B,"BUSINESS, ETHICS, & SOCIETY",3,M,,W,,F,9:00:00 AM,9:50:00 AM,Biddle,Wayne
30,MNGT,214,B,"BUSINESS, ETHICS, & SOCIETY",3,M,,W,,F,9:00:00 AM,9:50:00 AM,Biddle,Wayne
10,MNGT,302,A,LEAN MANAGEMENT,3,,T,,R,,8:00:00 AM,9:15:00 AM,Smith,John
10,MNGT,303,A,BUSINESS LAW,3,,T,,R,,1:00:00 PM,2:15:00 PM,Markley,Andrew
30,MNGT,303,A,BUSINESS LAW,3,,T,,R,,11:30:00 AM,12:45:00 PM,Lewis,Cedric
10,MNGT,303,B,BUSINESS LAW,3,,T,,R,,2:30:00 PM,3:45:00 PM,Markley,Andrew
30,MNGT,303,B,BUSINESS LAW,3,,T,,R,,1:00:00 PM,2:15:00 PM,Markley,Andrew
30,MNGT,303,C,BUSINESS LAW,3,,T,,R,,2:30:00 PM,3:45:00 PM,Markley,Andrew
30,MNGT,304,A,LEGAL ENVIRONMENT OF BUSINESS,3,M,,W,,F,8:00:00 AM,8:50:00 AM,Markley,Andrew
10,MNGT,307,A,PROJECT TEAMS AND LEADERSHIP,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Smith,John
30,MNGT,310,A,BUSINESS DASHBOARDING,3,,,,,,,,Miller,Ryan
10,MNGT,311,A,NEGOTIATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Butler,David
30,MNGT,312,A,PRINCIPLES OF SPORTS MGT/MKT,3,M,,,,,6:30:00 PM,9:00:00 PM,Gibson,Todd
30,MNGT,313,A,SPORT/EVENT MGT PRACTICUM,2,,,,,,,,Gibson,Todd
30,MNGT,313,B,SPORT/EVENT MGT PRACTICUM,3,,,,,,,,Gibson,Todd
30,MNGT,325,A,MANAGERIAL PERSPECTIVES BUSA ANALYS,3,,T,,R,,11:30:00 AM,12:45:00 PM,Kocur,Richard
10,MNGT,326,A,INTRO TO THE BUSINESS OF MUSIC,3,,T,,R,,2:30:00 PM,3:45:00 PM,Lewis,Cedric
30,MNGT,390,A,EMPLOYEE BENEFITS AND COMPENSATION,3,,T,,R,,11:30:00 AM,12:45:00 PM,Biddle,Wayne
10,MNGT,424,A,SUPPLY CHAIN MANAGEMENT,3,,T,,R,,2:30:00 PM,3:45:00 PM,Butler,David
30,MNGT,433,A,RISK AND INSURANCE,3,,T,,R,,1:00:00 PM,2:15:00 PM,Biddle,Wayne
10,MNGT,457,A,HUMAN RESOURCES MGT,3,,T,,R,,10:05:00 AM,11:20:00 AM,Biddle,Wayne
10,MNGT,457,B,HUMAN RESOURCES MGT,3,,T,,R,,1:00:00 PM,2:15:00 PM,Biddle,Wayne
30,MNGT,465,A,ADVANCED HUMAN RESOURCES,3,,T,,R,,10:05:00 AM,11:20:00 AM,Carson,Kenneth
10,MNGT,475,A,LEADERSHIP,3,,T,,R,,11:30:00 AM,12:45:00 PM,Coyne,John
30,MNGT,475,A,LEADERSHIP,3,,T,,R,,11:30:00 AM,12:45:00 PM,Coyne,John
10,MNGT,478,A,SEMINAR IN LIFE MANAGEMENT,1,M,,W,,F,11:00:00 AM,11:50:00 AM,Powell,Scott
30,MNGT,478,A,SEMINAR IN LIFE MANAGEMENT,1,M,,W,,F,1:00:00 PM,1:50:00 PM,Powell,Scott
10,MNGT,478,B,SEMINAR IN LIFE MANAGEMENT,1,M,,W,,F,11:00:00 AM,11:50:00 AM,Biddle,Wayne
30,MNGT,478,B,SEMINAR IN LIFE MANAGEMENT,1,M,,W,,F,1:00:00 PM,1:50:00 PM,Biddle,Wayne
10,MNGT,486,A,BUS POLICY & STRATEGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Kocur,Richard
30,MNGT,486,A,BUS POLICY & STRATEGY,3,M,,W,,F,9:00:00 AM,9:50:00 AM,Kocur,Richard
10,MNGT,486,B,BUS POLICY & STRATEGY,3,M,,W,,F,2:00:00 PM,2:50:00 PM,Kocur,Richard
30,MNGT,486,B,BUS POLICY & STRATEGY,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Kocur,Richard
10,MUSI,100,A,MARCHING BAND for AUDIT,1,,T,,R,,4:00:00 PM,5:20:00 PM,Erb,Andrew
30,MUSI,100,A,CONCERT BAND for AUDIT,1,,T,,R,,4:00:00 PM,5:20:00 PM,Erb,Andrew
10,MUSI,100,B,MARCHING BAND for CREDIT,1,,T,,R,,4:00:00 PM,5:20:00 PM,Erb,Andrew
30,MUSI,100,B,CONCERT BAND for CREDIT,1,,T,,R,,4:00:00 PM,5:20:00 PM,Erb,Andrew
10,MUSI,101,A,CONCERT CHOIR for AUDIT,1,M,,W,,,3:00:00 PM,3:50:00 PM,Mueller,Katherine
10,MUSI,101,A,CONCERT CHOIR for AUDIT,1,,,,,F,4:00:00 PM,4:50:00 PM,Mueller,Katherine
30,MUSI,101,A,CONCERT CHOIR for AUDIT,1,,,,,F,4:00:00 PM,4:50:00 PM,Mueller,Katherine
30,MUSI,101,A,CONCERT CHOIR for AUDIT,1,M,,W,,,3:00:00 PM,3:50:00 PM,Mueller,Katherine
10,MUSI,101,C,CONCERT CHOIR for CREDIT,1,M,,W,,,3:00:00 PM,3:50:00 PM,Mueller,Katherine
10,MUSI,101,C,CONCERT CHOIR for CREDIT,1,,,,,F,4:00:00 PM,4:50:00 PM,Mueller,Katherine
30,MUSI,101,C,CONCERT CHOIR for CREDIT,1,M,,W,,,3:00:00 PM,3:50:00 PM,Mueller,Katherine
30,MUSI,101,C,CONCERT CHOIR for CREDIT,1,,,,,F,4:00:00 PM,4:50:00 PM,Mueller,Katherine
10,MUSI,102,A,ORCHESTRA for AUDIT,1,M,,W,,,4:00:00 PM,5:20:00 PM,Tedford,Jeffrey
30,MUSI,102,A,ORCHESTRA for AUDIT,1,M,,W,,,4:00:00 PM,5:20:00 PM,Tedford,Jeffrey
10,MUSI,102,O,ORCHESTRA for CREDIT,1,M,,W,,,4:00:00 PM,5:20:00 PM,Tedford,Jeffrey
30,MUSI,102,O,ORCHESTRA for CREDIT,1,M,,W,,,4:00:00 PM,5:20:00 PM,Tedford,Jeffrey
10,MUSI,103,A,MUSIC THEORY I,3,M,,W,,F,10:00:00 AM,10:50:00 AM,Hasper,Joseph
30,MUSI,103,A,MUSIC THEORY I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Huebert,Melva
10,MUSI,103,B,MUSIC THEORY I,3,M,,W,,F,11:00:00 AM,11:50:00 AM,Hasper,Joseph
30,MUSI,104,A,MUSIC THEORY II,2,M,,W,,,10:00:00 AM,10:50:00 AM,Hasper,Joseph
10,MUSI,105,A,AURAL SKILLS I,1,,T,,R,,11:30:00 AM,12:20:00 PM,Mueller,Katherine
30,MUSI,106,A,AURAL SKILLS II,1,,T,,R,,11:30:00 AM,12:20:00 PM,Mueller,Katherine
30,MUSI,107,A,BRASS METHODS,1,,T,,R,,10:05:00 AM,10:55:00 AM,Erb,Andrew
10,MUSI,108,A,PERCUSSION METHODS,1,,T,,R,,10:05:00 AM,10:55:00 AM,Heid,Ronald
10,MUSI,114,A,WIND ENSEMBLE,0,,T,,R,,5:20:00 PM,6:30:00 PM,Erb,Andrew
30,MUSI,114,A,WIND ENSEMBLE,0,,T,,R,,5:30:00 PM,6:20:00 PM,Erb,Andrew
10,MUSI,115,A,CHAMBER ORCHESTRA,0,M,,W,,,5:30:00 PM,6:20:00 PM,Tedford,Jeffrey
30,MUSI,115,A,CHAMBER ORCHESTRA,0,M,,W,,,5:30:00 PM,6:20:00 PM,Tedford,Jeffrey
10,MUSI,116,A,TOURING CHOIR,0,,T,,R,,5:30:00 PM,6:50:00 PM,Mueller,Katherine
10,MUSI,116,A,TOURING CHOIR,0,,,,,F,5:00:00 PM,5:50:00 PM,Mueller,Katherine
30,MUSI,116,A,TOURING CHOIR,0,,T,,R,,5:30:00 PM,6:50:00 PM,Mueller,Katherine
30,MUSI,116,A,TOURING CHOIR,0,,,,,F,5:00:00 PM,5:50:00 PM,Mueller,Katherine
10,MUSI,117,A,JAZZ ENSEMBLE,0,,T,,,,7:00:00 PM,9:00:00 PM,Hasper,Joseph
30,MUSI,117,A,JAZZ ENSEMBLE,0,,T,,,,7:00:00 PM,9:00:00 PM,Hasper,Joseph
10,MUSI,118,A,STAGE BAND,0,,,,R,,7:00:00 PM,9:00:00 PM,Hasper,Joseph
30,MUSI,118,A,STAGE BAND,0,,,,R,,7:00:00 PM,9:00:00 PM,Hasper,Joseph
10,MUSI,119,A,GROVE CITY COLLEGE SINGERS,0,M,,,,,7:15:00 PM,9:00:00 PM,Paparone,Stacy
30,MUSI,119,A,GROVE CITY COLLEGE SINGERS,0,M,,,,,7:15:00 PM,9:00:00 PM,Paparone,Stacy
10,MUSI,123,A,PIANO CLASS I,1,M,,,,,9:00:00 AM,9:50:00 AM,Huebert,Melva
30,MUSI,123,A,PIANO CLASS I,1,M,,,,,9:00:00 AM,9:50:00 AM,Huebert,Melva
10,MUSI,123,B,PIANO CLASS I,1,,,,,F,2:00:00 PM,2:50:00 PM,Huebert,Melva
30,MUSI,123,B,PIANO CLASS I,1,,,,,F,2:00:00 PM,2:50:00 PM,Huebert,Melva
10,MUSI,124,A,PIANO CLASS II,1,,,,R,,1:00:00 PM,1:50:00 PM,Huebert,Melva
30,MUSI,124,A,PIANO CLASS II,1,,,,R,,2:30:00 PM,3:15:00 PM,Huebert,Melva
10,MUSI,125,A,PIANO CLASS III,1,M,,,,,2:00:00 PM,2:50:00 PM,Huebert,Melva
30,MUSI,125,A,PIANO CLASS III,1,M,,,,,2:00:00 PM,2:50:00 PM,Huebert,Melva
10,MUSI,126,A,PIANO CLASS IV,1,,,W,,,2:00:00 PM,2:50:00 PM,Huebert,Melva
10,MUSI,135,A,GUITAR CLASS I,1,M,,,,,10:00:00 AM,10:50:00 AM,Churm,George
30,MUSI,135,A,GUITAR CLASS I,1,M,,,,,10:00:00 AM,10:50:00 AM,Churm,George
10,MUSI,135,B,GUITAR CLASS I,1,M,,,,,2:00:00 PM,2:50:00 PM,Churm,George
30,MUSI,135,B,GUITAR CLASS I,1,M,,,,,2:00:00 PM,2:50:00 PM,Churm,George
10,MUSI,137,A,GUITAR CLASS II,1,,,W,,,2:00:00 PM,2:50:00 PM,Churm,George
30,MUSI,137,A,GUITAR CLASS II,1,,,W,,,2:00:00 PM,2:50:00 PM,Churm,George
10,MUSI,151,,PIANO LESSON-1/2 HR SIGNUP,1,,,,,,,,Tedford,Jeffrey
30,MUSI,151,,PIANO LESSON-1/2 HR SIGNUP,1,,,,,,,,Tedford,Jeffrey
10,MUSI,151,A,PIANO LESSON (1/2 HR),1,,,,,,,,Billock,Rebecca
30,MUSI,151,A,PIANO LESSON (1/2 HR),1,,,,,,,,Billock,Rebecca
10,MUSI,151,B,PIANO LESSON (1/2 HR),1,,,,,,,,Kubik,Paula
30,MUSI,151,B,PIANO LESSON (1/2 HR),1,,,,,,,,Kubik,Paula
10,MUSI,151,C,PIANO LESSON (1/2 HR),1,,,,,,,,Huebert,Melva
30,MUSI,151,C,PIANO LESSON (1/2 HR),1,,,,,,,,Huebert,Melva
10,MUSI,152,,PIANO LESSON - 1 HR SIGNUP,2,,,,,,,,Tedford,Jeffrey
30,MUSI,152,,PIANO LESSON - 1 HR SIGNUP,2,,,,,,,,Tedford,Jeffrey
10,MUSI,152,A,PIANO LESSON (1 HR),2,,,,,,,,Billock,Rebecca
30,MUSI,152,A,PIANO LESSON (1 HR),2,,,,,,,,Billock,Rebecca
10,MUSI,152,B,PIANO LESSON (1 HR),2,,,,,,,,Kubik,Paula
30,MUSI,152,B,PIANO LESSON (1 HR),2,,,,,,,,Kubik,Paula
10,MUSI,152,C,PIANO LESSON (1 HR),2,,,,,,,,Huebert,Melva
30,MUSI,152,C,PIANO LESSON (1 HR),2,,,,,,,,Huebert,Melva
30,MUSI,155,A,ORGAN LESSON (1/2 HR),1,,,,,,,,Fitch,Bradley
10,MUSI,155,A,ORGAN LESSON (1/2 HR),1,,,,,,,,Fitch,Bradley
